current_utterance
カスタマー: とー、北海道に旅行がしたいんですけれども。
カスタマー: とー、夏頃に予定しています。
カスタマー: カニとかが好きなので、カニがおいしいお店に行きたいです。
カスタマー: そうですね。あ、他の海鮮料理も楽しみたいです。
カスタマー: あのー、イクラとかも結構好きなので気になります。
カスタマー: とー、なんか絶景が楽しめる場所に行ってみたいです。
カスタマー: 動物とかがいるような。
カスタマー: もう、雄大な。うん。
カスタマー: あと夜景が楽しめる場所だとかに行ってみたいです。
カスタマー: とー、ヒマワリとかを見に行きたいんですけれども。
カスタマー: とー、ラーメンとか。
カスタマー: あ、はい、えっとですね、夏にー、あのー、一応7月の末ぐらいから8月かけてなんですけど、ちょっと友達と、あのー、あの和歌山に行こうと思ってまして。
カスタマー: でー、まあちょっとそれは1つは、あの、仕事の用事でも行くんですけど、でも結構、自由時間とか前後の時間で、まあ観光したいなと、フフ、いうことで、はい。
カスタマー: でー、じゃ、ちょっと、い、行ったこともない場所なんで、ちょっとどんな、こうスポットがあるのかとか、そういうのをすごいあのー、フフ、初歩的なとこを今日は知りたいなと思いまして。はい。
カスタマー: そうですね、ちょっと九州が行ったことが無くて、ちょっと今度卒業旅行みたいな感じで行きたいなって思っているので、ちょっとどういった所が良いかなっていうのをお聞きしたいです。
カスタマー: そうですね、3月…ぐらいを予定してます。
カスタマー: 一応3人くらいの予定があります。はい。
カスタマー: そうですね、1回も行ったことがないので、福岡はまず行ってみたいっていうのと、あとはまぁ隣接してる長崎であったり、大分であったり、まぁそういった<>良いかなっていう思いはあります。
カスタマー: そうですね、結構有名なのが。
カスタマー: めんた、明太子とかもつ鍋とか。
カスタマー: 特にもつ鍋とかは有名なんですけど、なんか、ゆう、なんかお店とかでオススメとかがあれば、まぁ教えてほしいですね。
カスタマー: じゃあ逆にお昼頃とかに、なんか、博多ラーメン、まぁラーメンが結構好きなんで、なんか、そういう。
カスタマー: えぇえぇ。<>。うん。食べれるお店とかがあれば、まぁお土産とかでもいいんですけど。
カスタマー: <>のところを、はい、気になるのでちょっと調べていただけると、はい。
カスタマー: あーはいそうですね。やっぱ長崎だと。
カスタマー: まぁ長崎ちゃんぽんと、まぁ佐世保バーガーは知ってるんですけど。
カスタマー: まっそれで有名なとこでも良いですし、なんか他に長崎と言えばみたいな物があれば教えてほしいです。
カスタマー: 1つすいません。聞きたいんですけど。
カスタマー: あーなんか多分焼酎とかが有名だと思うんですけど。
カスタマー: ちょっともしかしたら下の熊本とか鹿児島の。
カスタマー: 薩摩の方の方が。
カスタマー: と、沖縄県に。
カスタマー: えー、1日、1日使って。
カスタマー: ちょっと1人で、あのー、旅行に行こうかなと思ってます。
カスタマー: そうですね。やっぱり夏頃を考えてます。
カスタマー: そうですね。やっぱり有名どころでいうと、あの、水族館。
カスタマー: とか、あと首里城とか。
カスタマー: やっぱメジャーなところに行ってみないな、みたいなと思ってまして。
