current_utterance
カスタマー: ああ、はい。
カスタマー: はい。
カスタマー: で、カガミヌマでは川の流れがなく、水面が鏡のように、えー、周辺の緑を鮮やかにうつし、うつしだしている、すごいきれいなスポットもあるということです。
カスタマー: うーん。
カスタマー: 温泉好きです。
カスタマー: で、こちらがー、あのー、えーとですね、じゅ…。こちらのビルの10階にー。
カスタマー: はい、あまりあのご心配なさらずにいただければなと思います。
カスタマー: まあそれ以外にもですね、もう一か所ありましてー。
カスタマー: あ、出てまいりました。
カスタマー: はい、わかりました。
カスタマー: はい、あ、はあ、食べて見てって感じで、はい。
カスタマー: それが、載ってなくてですね、た、写真もちょっと載ってないので。
カスタマー: ほぉおーん。
カスタマー: で、そうですね。
カスタマー: はいー。
カスタマー: あ、はい。今お調べ致しますのでお待ちください。
カスタマー: でこちらあの、もほんとに、自然のあの温泉なので。
カスタマー: おそばですね。
カスタマー: はい。
カスタマー: はい。あとですねあのーお客様、あのー青森県で何か他に見てみたいですとか、食べてみたいですとか、そういったご要望はございますか？
カスタマー: ま、ま、やっぱり女性にもおすすめ、で、雨でも大丈夫ってゆう<>ね。
カスタマー: はい、ゴーヤは大丈夫です。
カスタマー: アハッ。
カスタマー: こちらだと、まあ。
カスタマー: え？
カスタマー: では、こちらが、えーと、薩摩黒豚とんかつ専門店黒かつ亭。
カスタマー: はい。
カスタマー: 動物。
カスタマー: ああ、ああ
カスタマー: うん。
カスタマー: はい。
カスタマー: で、ハチイチイチ
カスタマー: フ、フッフッフ。うん。た...。
カスタマー: ご案内したかちょっとごめんなさい。
カスタマー: じゃ、お土産は何かどういったジャンルがいいとか、って何かご希望ございますか？
カスタマー: はい。
カスタマー: えーとですね…はち、八戸名物そばかっけという料理がございまして、はい、こちらがですね、そばを切った時に出る三角形のかけらのことでございまして、出し汁で湯がいてネギ味噌で漬けて食べる、そういったお料理もございます。
カスタマー: あのー、例えばなんですけれどもー
カスタマー: うん。
カスタマー: ミネノベ。
カスタマー: 危ないという理由で昼だけにしてると思うんですけど。
カスタマー: ああ、はい。
カスタマー: こんにちは。
カスタマー: あー、なるほど。屋内の施設は、じゃ、あんまり。
カスタマー: はい。
カスタマー: そうですね。
カスタマー: そうですね。候補に入れておきますか。
カスタマー: 遊ぶっていうよりは。
カスタマー: はい。
カスタマー: はい。こちらがですね、あのー、沖縄本島最南端に位置してございます。はい。
カスタマー: 明治の頃からもう既に船下りが人気だったようです。
カスタマー: 全然飲まなくても楽しめると思うんで。
カスタマー: うんうん。
カスタマー: はい。かしこまりました。
カスタマー: えーっとですねこちらがですね、はい。えーとですねすいません、あのーですね、今ただいま調べたんですけれども、ちょっと具体的なお酒…の品種がですね、ちょっとすいませんこちらの方で出てこなくてですね。
カスタマー: あのもう、ご主人が三代目？三代目…。
カスタマー: ま、夏なので、ちょっとイチゴが終わってしまっているんですけれども。
カスタマー: 一応チェックだけ入れときますか？
カスタマー: はい。
カスタマー: そうですね。あの本当テーマパークですね。
カスタマー: はい。
カスタマー: はい。
カスタマー: はい。あと、なにか。そうですね、お菓子…お菓子ですと、例えば、和歌山市観光土産センターさん。
カスタマー: はいあの、是非、あのー
カスタマー: ええ。ええ。ええ、ええ。あ、ええ、ええ。ええ。
カスタマー: はい。
カスタマー: あの、パークゴルフとか。
カスタマー: まず、最初に富山と出てきたので。
カスタマー: 一応なんか泡盛のお店でしたりとかー…、泡盛とかってお飲みになられますかー？
カスタマー: ある、あって。
カスタマー: はい、なかなかいいかと思うんですけれども、はい。
カスタマー: その泊まる時にまあそのなんだろう、車停めてからちょっと歩いていけるみたいなとこだったらいいですね。
カスタマー: はい、えーとですねー
カスタマー: 洋ランの産地っていうことで、ランとか、あの、ご興味あれば、なん、なんか見に行くと楽しいんじゃないかなって思うんですけども、いかがですか？
カスタマー: そうですね、こちらですね、小田原、やはり鮮魚のお店は多いんですけれども。
カスタマー: お願いします。
カスタマー: あー、そうですね。朝からやってるんで、もう、朝ごはんとして食べることもできるかと思いますね。
カスタマー: ちょっとそういった写真は載ってないんですけど、おそらくそういう、あのまあ、ライブも楽しめるみたいな、お店みたいですね。
カスタマー: あ、いえいえ。うんー。
カスタマー: 一応今、ふたつご紹介したところが、まあ割と、そのー、良いお店、というか。
カスタマー: はい、あったりですね、まあ、先ほど申し上げました貸し切りの露天風呂があったり
カスタマー: えーとー、フランス料理で、えーと。
カスタマー: はい。
カスタマー: そうですね、神社も結構ございまして、お客様お寺の方をご希望ということですよね、神社ではなくて。
カスタマー: んー、でも、おそばとかは入っているのでー。あの、焼きそばが入っ…挟まった感じのものですね。
カスタマー: そこ中心に、あのー、いろいろ観光地、お調べしていこうと思うんですけども。
カスタマー: 予や…くは書い…てないですね。<>。
カスタマー: はい。
カスタマー: あ、はい、わかりましたー。
カスタマー: そのー、あ、その行く時期、夏は、その果物狩りは、こう、サクランボっていうことなんですよね？きっと。季節によって。そうですか。
カスタマー: あー。
カスタマー: はい、じゃあそうしてください。
カスタマー: そうですね、あの、沖縄、冬でもまあもちろん本州よりあったかいですし、現地に行くとお楽しみいただけるかもしれませんよね。
カスタマー: はい。
カスタマー: はい。
カスタマー: うんうん。
カスタマー: はい。
カスタマー: そうですね。はい。
カスタマー: 地平線ですね。地平線。
カスタマー: お客様ご旅行の相談でよろしいでしょうか。
カスタマー: はい、あ、ではえーっと、そろそろ時間の方がきてしまいましたので。
カスタマー: さっきのとこ、こっちのだとなんかどっちが魅力的とか。
カスタマー: そうなんですか。私、花も好きなので、あのー。はい、そこ行ってみたいですねー。
カスタマー: ええ。
カスタマー: うん。
カスタマー: はい。
カスタマー: ちょっと今、食べるというカテゴリーで、検索させていただいてます、ちょ、見るというカテゴリーに変えて。
カスタマー: はい。
カスタマー: <>、まあ、わ、うんも、私どうつけると、はや、早起きな方ですけどー、午前中にその二つ回って。
