customer_utterance
オペレーター: はい、洞窟風呂のほうが、定山渓温泉湯の花でございますね。
カスタマー: 買うんですけどー
オペレーター: えー、一応説明させて頂いてもよろしいでしょうか？
オペレーター: 自然、うん。
カスタマー: ハースッ、スハーッ。
オペレーター: ちょっとだけ値段は高いかもしれない。
オペレーター: ではお客様、こちらでは大変素晴らしいとお考えになられたということですかね？
オペレーター: で、こちらは、えっと、細めてツルリとした口触りの良い麺に、えー、鰹と昆布でとった、上品な薄味の出汁が程よく絡む、えー、お味となっております。
オペレーター: ま、しゅく、あっと、これ中国地方だ、<>すいません、少々お待ちください。
オペレーター: いかがですか、こちら。
オペレーター: この、YESビル、NAMBAビルをちょっと、チェックしておきますね。
オペレーター: はい、今ご紹介した二つですとー、どちらがよろしいですかね？
カスタマー: あー、あ、そうですか。
オペレーター: はい、あまりあのご心配なさらずにいただければなと思います。
オペレーター: はい。それでですね、あのー、お連れの方、妹様がですね、あの、お足が悪いということで、もしよろしければ、あの、お席とかですね、事前にご予約なさった方がいいと思うんですね。
オペレーター: かしこまりました、はい。
カスタマー: 蟹もあるんですね？
オペレーター: ではですね、こちらの方でご案内できるものをいくつか、はい、見繕ってみますねー。
カスタマー: なんだろう…。
カスタマー: 古びた感じの温泉街みたいなところ、そんなとこありますか。
オペレーター: なるほど、例えば温泉といって、なおかつですねー、ひなびたところというご要望かと思うんですけども―
カスタマー: 最初にネイチャーガイドの、んー人が付くの、お話あったじゃないですか。
カスタマー: 辛い、辛いラーメンしかないですかね？
オペレーター: こちらちょっとえっとー、カウンターのみのお店になっちゃうんですが、そういったのは避けた方がいいですか？
オペレーター: 仙台朝市に行かれまして、そのあとで、ブランチのような感じで、えー、牡蠣の、えー、センカイフウドさんに行きましてー、で、地底の森ミュージアムに行かれまして、鯛焼き屋さんの鯛きちさんですね。そして、ずんだ餅の玉澤総本店、晴れの菓店。で、最後に、おばんざいらくらさんで、ご夕食をお召し上がりになるという。はい、グルメ旅行となりますが、よろしいでしょうか？
オペレーター: えー、ま、お魚とかお肉とかー、色んな食材を使った…ただ、料理としてはフランス料理みたいな、ところであったりー
カスタマー: 海とか見えますかね、海も山もどっちも<>
オペレーター: 池田。
カスタマー: ふーん、ああ、いいねえ、それ。
オペレーター: あ、2つ目ですか、じゃあ、こちら営業時間などもお伝えしてよろしいでしょうか？
オペレーター: もしよろしければ、こちらとかー、ご案内致しますけれどもー。
オペレーター: そのほうがよろしいかと思います。
カスタマー: あれ？キリコ祭り自体は夏でしたっけ？
オペレーター: で、お酒も飲まれるってことですもんね。
カスタマー: 大人でも普通に楽しめそうですかね？
オペレーター: 茶房チャ、チックタックっていうのがあるんですけれども。
カスタマー: そうですね。あもうナイスなご提案でありがとう。
オペレーター: そういった。
オペレーター: きた、北浜温泉テルマスっていうところがあるんですが、こちらがあのー、べっぷえふ、別府駅から東に1キロほど、ま、的ヶ浜、てきがはま、あのー、射的のてきにがはまっていう、まとがはまか、てきがはまか、公園脇にある、そのー、こちら市営温泉なんですけど、あのー、水着を着て野外で健康浴ができる。
オペレーター: 甘味処。
オペレーター: ラベンダーがー、あのー、有名なのは、富良野のー公園が出てきてしまっているんですけれども、札幌からは離れているんですが、富良野も、いかがですかー？
オペレーター: あるいはですね、まあお昼に海を見たほうが綺麗かもしれませんので、お昼はシーサイドのレストランを探して。
オペレーター: はい、こちらなかなか、はい、よろしいかと思うんですけど。
オペレーター: で、こちらですね、あのー、夕方6時からの営業となっておりますので。
オペレーター: 美肌効果があるとは書いて、あ。
オペレーター: 明太子、などもあります。
オペレーター: どういったものかと言いますとー、塩味で、魚介をふんだんに使った、お料理だそうでしてー、
オペレーター: いかがですかねー。
オペレーター: あとはー、えーと、一応、えー、ロープウェイに乗ってー
オペレーター: 21時ですから、9時までです。はい。
オペレーター: お客様、今日は、ご旅行のご相談でよろしいでしょうか。
オペレーター: はい。スノーロイヤルというアイスクリームが790円で。
オペレーター: ええ、ええ、こちらナガンヌ島という、もう、本当にあのビーチしかないぐらいの、すごいせ、小さい、島になってまして。
オペレーター: あの
オペレーター: じゃあ、春ということでー<>させていただきますね。
オペレーター: ですよね。
オペレーター: はい、そうですね、例えばなんですけれども、はい。
カスタマー: あのー
オペレーター: ええ。梅田スカイビル、地下1階にございましてー。
オペレーター: はい、左様でございます。もう少し詳しいことをお話いたしましょうか。
オペレーター: はい、お待たせいたしております。少々お待ちください。
オペレーター: 教室的な場所ですと。
オペレーター: えーとこちら、地元で採れたコメナスの田楽や、ヤマメの塩焼き。
オペレーター: あのーちょっと、えー、懐石とか言っても、あのーホテルの中にあるあのーレストランっていった雰囲気ですかね。
カスタマー: はい、楽しそうですね。
カスタマー: はい、うんうん、はい。
オペレーター: じゃあ、今、えーと、ちゃんぽん、井出ちゃんぽんさんと、こちらの北浜温泉をメモしてるんですが、漏れってありました？今までの。
オペレーター: そうですね、ただいま調べましたところ。
オペレーター: 遊ぶとなると。
オペレーター: はい。現代アートの。
オペレーター: はい、アスレチックですね。
カスタマー: ほ、ほう。
オペレーター: えっと、ご旅行の予定とゆーか、あの、どちらの方面に行きたいとか、あの、ございます、か？
オペレーター: あ、あのー、船か、渡し船か、あとなんか、橋があるっていう風にさっき書いてありました。
オペレーター: なんという字なん…、ちょっとあの…、説明出来ないんですけどー、まあこちらが。
オペレーター: しかもその、なんていうんでしょうか、あのーおいしければいいと思うんですけれども、ちょっと冒険になってしまいますよね
オペレーター: そしたらじゃあやっぱり、秋田県で…。
カスタマー: まあ、ある、あるでしょうね、<>。
オペレーター: はい、お客様、あのー九州なんですけれども、例えば九州のどのあたりとかそういったご要望はございますか？
オペレーター: こちらはですねー、あのー、広島市内にございます。
オペレーター: ねー。
オペレーター: こちら、えっと、ビルの上にありますので、結構えーと、高松市の夜景なども、楽しめ<>れるような感じとなっております。
オペレーター: はい。えーとー、一応、営業時間が11時から19時で、えーとー、閉店日が一応、金曜日となっておりますので、このー…お気をつ、その曜日だけをお気を付けください。
オペレーター: じゃあ、一応ここも…。
カスタマー: はい。いいですね。
カスタマー: ああ、大きなネズミね。
オペレーター: ご旅行って週末にされますか？
オペレーター: 諫早ゆうゆうランド干拓の里というのがございます。
オペレーター: べ、べろべろになっちゃいそうな勢いの<>なんですけど。
オペレーター: えー、のど越し抜群の、えー、自家製麺はしっかりコシもあり、独特の味わい、シンプルな、りゅううどん、370円、えーと。
オペレーター: で、こちらが…あ、すごいです、文政13年、1870年創業。
カスタマー: そうですねあのー別に修学旅行生を見たくないって訳じゃなくって、あのー自分もやっぱりその子達がいるって事はたぶん私も昔こう修学旅行で訪れたような所が、あっ、被っちゃうかなーと思ったので。
カスタマー: 親の都合で預けられたことがあって
オペレーター: こちらがですね、あの、富沢遺跡というですね、遺跡が発見された場所で。はーい。
オペレーター: おそらくです。
カスタマー: うーん、うんうんうん。
カスタマー: あ、はい。施設自体がー、そういう、文化財にされてるという
オペレーター: でー、えーとー。一応、二軒目なんですけどー。
オペレーター: こちら、この県の天然記念物になってます。
カスタマー: はい。はい。お願いします。
オペレーター: とかあのー、残波ってご存知ですか？
オペレーター: どうしましょっか。
カスタマー: ああ、見られる、ギャラリー、なの？
カスタマー: あ、じゃあ。
カスタマー: ああー、それは行ったことないので、ちょっと面白そうですね。
オペレーター: なんだろうな。
オペレーター: などが、ま、季節によって、ま、それではなかったりするんですけど、ま、一例として、そういったものが季節によっては出てくる。
カスタマー: そうですね。きっと、それですね。
オペレーター: どういう感じがよろしいですかね。今さっきの感じですとステンドグラスのお店。
オペレーター: 札幌を代表するジンギスカン専門店。
オペレーター: 次がですね
オペレーター: あとは、やっぱり、海産物が多い、牛タン。
カスタマー: そんなものでいいですね、お土産は。
オペレーター: 写真に載ってるネギがですね、青ネギなんですね。
オペレーター: あーそうですね、ちょっとー…。
カスタマー: お、うん。
オペレーター: で、これがー、ま横浜、のお店なんですけど。グリルドエイジング、ん？、グリルドエイジングビーフ。
オペレーター: はい、では、えー、読み上げます。
オペレーター: 次にご案内いたしますのが、 岩手県の雫石、でございますね。
カスタマー: どうしようかなー、でもなあ。
オペレーター: 鳥取砂丘も近くにございますので、あの合わせて観光するのも、よろしいかと思います、はい。
カスタマー: なるほどなー。
カスタマー: あー、琉球ガラス。いいですね。
カスタマー: あー運転途中でもしあったら全然それもそれでいいかな。
